lead_id,facility_name,address,city,state,zip_code,phone,ownership_type,chain_name,overall_rating,health_inspection_rating,survey_date,scope_severity_code,severity_rank,citation_status,correction_date,from_complaint,infection_control_related,deficiency_description,citation_count,matched_tags,propublica_search_url
c1bff92bb58b,Heritage Manor Health & Rehab,2575 Airline Drive,Bossier City,LA,71111,3187467466,For profit - Limited Liability company,,1,1,2024-05-24,K,4,"Deficient, Provider has date of correction",2024-06-08,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Heritage%20Manor%20Health%20%26%20Rehab
87e9d5da2905,AVIR AT ARDEN WOOD,8810 LONG POINT DR,HOUSTON,TX,77055,7134687833,For profit - Limited Liability company,AVIR HEALTH GROUP,1,1,2024-02-01,J,4,"Deficient, Provider has date of correction",2024-02-02,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=AVIR%20AT%20ARDEN%20WOOD
e1427c8754b3,Henderson Health And Rehabilitation Center,412 JUANITA DRIVE PO BOX 223,HENDERSON,TN,38340,7319897598,For profit - Corporation,AHAVA HEALTHCARE,1,1,2023-12-04,J,4,"Deficient, Provider has date of correction",2023-12-22,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Henderson%20Health%20And%20Rehabilitation%20Center
c27e38fec9c4,BRIARCLIFF HEALTH CENTER OF GREENVILLE,4400 WALNUT ST,GREENVILLE,TX,75401,9034558729,Government - Hospital district,,3,2,2023-09-21,K,4,"Deficient, Provider has date of correction",2023-09-22,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=BRIARCLIFF%20HEALTH%20CENTER%20OF%20GREENVILLE
efab3b7079d1,WILLOWBEND NURSING AND REHABILITATION CENTER,2231 HIGHWAY 80 E,MESQUITE,TX,75150,9722793601,For profit - Limited Liability company,THE ENSIGN GROUP,2,2,2023-07-27,J,4,"Deficient, Provider has date of correction",2023-09-06,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=WILLOWBEND%20NURSING%20AND%20REHABILITATION%20CENTER
05f305350e08,San Rafael Nursing and Rehabiliation,3050 Sunnybrook Rd,Corpus Chrisit,TX,78415,3618539981,Government - Hospital district,,1,1,2023-07-17,L,4,"Deficient, Provider has date of correction",2023-07-18,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=San%20Rafael%20Nursing%20and%20Rehabiliation
4e56c83a806c,Paradigm at Woodwind Lakes,7215 Windfern Rd,Houston,TX,77040,7134668933,For profit - Limited Liability company,PARADIGM HEALTHCARE,,,2026-03-27,G,3,"Deficient, Provider has date of correction",2026-04-03,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",4,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Paradigm%20at%20Woodwind%20Lakes
422f5176d0ab,COUNTRY VIEW NURSING,2106 WEST MAIN,BOWLING GREEN,MO,63334,5733242216,For profit - Limited Liability company,COMMUNITY CARE CENTERS,1,1,2026-03-04,G,3,"Deficient, Provider has date of correction",2026-03-05,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=COUNTRY%20VIEW%20NURSING
6bab6027260b,ARBORS AT STREETSBORO,1645 MAPLEWOOD DR,STREETSBORO,OH,44241,3306263031,For profit - Limited Liability company,ARBORS AT OHIO,2,1,2026-03-03,G,3,"Deficient, Provider has date of correction",2026-03-24,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",4,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=ARBORS%20AT%20STREETSBORO
eb330c080ab5,Royal Oaks Nursing and Rehabilitation Center,4614 NW 84th Street,Urbandale,IA,50322,5152706838,For profit - Corporation,CEDAR VIEW HOLDINGS,1,1,2026-02-11,G,3,"Deficient, Provider has plan of correction",,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",5,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Royal%20Oaks%20Nursing%20and%20Rehabilitation%20Center
e0e8f59fa7a1,WARREN NURSING & REHAB,2473 NORTH RD NE,WARREN,OH,44483,3303722251,For profit - Limited Liability company,GARDEN SPRINGS HEALTHCARE,1,1,2025-12-31,G,3,"Deficient, Provider has date of correction",2026-02-18,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=WARREN%20NURSING%20%26%20REHAB
66cba77ac53b,FAIR HAVENS SENIOR LIVING,1790 SOUTH FAIRVIEW AVENUE,DECATUR,IL,62521,2174292551,For profit - Limited Liability company,,1,1,2025-12-10,G,3,"Deficient, Provider has date of correction",2025-12-11,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",7,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=FAIR%20HAVENS%20SENIOR%20LIVING
12b159427db3,AVENUE AT BROADVIEW HEIGHTS,1201 AKINS ROAD,BROADVIEW HEIGHTS,OH,44147,4404572900,For profit - Corporation,PROGRESSIVE QUALITY CARE,2,1,2025-10-21,G,3,"Deficient, Provider has date of correction",2025-11-06,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",4,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=AVENUE%20AT%20BROADVIEW%20HEIGHTS
332e695f0937,Nexus at Mascoutah,901 NORTH TENTH STREET,MASCOUTAH,IL,62258,6185662183,For profit - Partnership,BRIA HEALTH SERVICES,2,2,2025-08-25,G,3,"Deficient, Provider has date of correction",2025-08-26,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Nexus%20at%20Mascoutah
7ca2e485f8f5,DOCTORS NURSING & REHAB CENTER,1201 HAWTHORN ROAD,SALEM,IL,62881,6185484884,For profit - Limited Liability company,HELIA HEALTHCARE,1,1,2025-08-12,H,3,"Deficient, Provider has date of correction",2025-08-25,Y,N,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",5,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=DOCTORS%20NURSING%20%26%20REHAB%20CENTER
8accf1ed9548,Olympic View Post Acute,1116 E LAURIDSEN BOULEVARD,PORT ANGELES,WA,98362,3604529206,For profit - Corporation,KALESTA HEALTHCARE GROUP,1,1,2025-08-01,G,3,"Deficient, Provider has date of correction",2025-08-23,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",4,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Olympic%20View%20Post%20Acute
ff64d5bbd5f6,Thryve of Crestwood,14255 SOUTH CICERO AVENUE,CRESTWOOD,IL,60445,7083710400,For profit - Limited Liability company,ALIYA HEALTHCARE,2,2,2025-05-12,G,3,"Deficient, Provider has date of correction",2025-05-14,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Thryve%20of%20Crestwood
e0e4c21bb571,HARRISONBURG HLTH & REHAB CNTR,1225 RESERVOIR STREET,HARRISONBURG,VA,22801,5404332623,Government - Federal,LIFEWORKS REHAB,1,1,2025-04-11,G,3,"Deficient, Provider has date of correction",2025-05-21,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",4,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=HARRISONBURG%20HLTH%20%26%20REHAB%20CNTR
904110d46191,PALM GARDEN OF MATTOON,1000 PALM,MATTOON,IL,61938,2172347403,For profit - Corporation,POINTE MANAGEMENT,1,1,2025-04-09,G,3,"Deficient, Provider has date of correction",2025-04-28,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",6,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=PALM%20GARDEN%20OF%20MATTOON
aedbe1cc3666,Alpine Nursing and Rehabilitation Center,164 OFFICE PARK DRIVE,XENIA,OH,45385,9374194500,For profit - Limited Liability company,,3,2,2025-04-08,G,3,"Deficient, Provider has date of correction",2025-04-28,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Alpine%20Nursing%20and%20Rehabilitation%20Center
cdb02534cd19,Bradley Estates Nursing and Rehab LLC,6735 W BRADLEY RD,MILWAUKEE,WI,53223,4143543300,For profit - Corporation,SHLOMO HOFFMAN,1,1,2025-01-07,G,3,"Deficient, Provider has date of correction",2025-02-04,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",6,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Bradley%20Estates%20Nursing%20and%20Rehab%20LLC
f383038e4b64,MORGAN PARK HEALTHCARE,10935 SOUTH HALSTED STREET,CHICAGO,IL,60628,7739282000,For profit - Limited Liability company,SABA HEALTHCARE,2,1,2024-12-05,G,3,"Deficient, Provider has date of correction",2024-12-06,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",6,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=MORGAN%20PARK%20HEALTHCARE
842a39c7dd45,Southfield Wellness Community,2416 Des Moines Street,Webster City,IA,50595,5158323881,For profit - Limited Liability company,LEGACY HEALTHCARE,1,1,2024-12-04,G,3,"Deficient, Provider has date of correction",2024-12-19,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Southfield%20Wellness%20Community
ff42b6884bf3,Bella Terra St George,178 South 1200 East,St. George,UT,84790,4356881207,For profit - Limited Liability company,BEAVER VALLEY HOSPITAL,2,1,2024-11-13,G,3,"Deficient, Provider has date of correction",2025-01-07,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Bella%20Terra%20St%20George
72d99df9d25a,ALIYA OF OAK LAWN,6300 WEST 95TH STREET,OAK LAWN,IL,60453,7085998800,For profit - Limited Liability company,ALIYA HEALTHCARE,2,1,2024-11-07,G,3,"Deficient, Provider has date of correction",2024-11-08,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=ALIYA%20OF%20OAK%20LAWN
da1422857267,MEDINA CENTER FOR REHABILITATION AND NURSING,555 SPRINGBROOK DR,MEDINA,OH,44256,3307253393,For profit - Limited Liability company,AOM HEALTHCARE,2,1,2024-10-09,G,3,"Deficient, Provider has date of correction",2024-11-06,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",5,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=MEDINA%20CENTER%20FOR%20REHABILITATION%20AND%20NURSING
5254428a4543,Elevate Care Des Plaines,1660 OAKTON PLACE,DES PLAINES,IL,60018,8472995588,For profit - Limited Liability company,ELEVATE CARE,2,2,2024-10-04,G,3,"Deficient, Provider has date of correction",2024-10-23,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Elevate%20Care%20Des%20Plaines
8c6843785e85,LA BELLA OF EDWARDSVILLE,6277 CENTER GROVE ROAD,EDWARDSVILLE,IL,62025,6186590605,For profit - Limited Liability company,JENMAX GROUP,1,2,2024-07-09,G,3,"Deficient, Provider has date of correction",2024-07-22,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=LA%20BELLA%20OF%20EDWARDSVILLE
f7bd4896e54d,WESLEYAN VILLAGE,807 WEST AVE,ELYRIA,OH,44035,4402849000,Non profit - Other,,1,1,2024-06-27,G,3,"Deficient, Provider has date of correction",2024-07-17,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=WESLEYAN%20VILLAGE
fb669a2e62bf,DUBLIN POST ACUTE,4075 WEST DUBLIN-GRANVILLE ROAD,DUBLIN,OH,43017,6142100541,For profit - Corporation,PACS GROUP,1,1,2024-06-12,G,3,"Deficient, Provider has date of correction",2024-07-16,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",5,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=DUBLIN%20POST%20ACUTE
6bc509650300,Red Cliffs Health and Rehab,1745 East 280 North,St George,UT,84790,4356287770,For profit - Limited Liability company,CASCADES HEALTHCARE,1,1,2024-06-06,G,3,"Deficient, Provider has date of correction",2024-10-31,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Red%20Cliffs%20Health%20and%20Rehab
359b6b0b017b,Thryve of Burbank,5400 WEST 87TH STREET,BURBANK,IL,60459,7084231200,For profit - Limited Liability company,ALIYA HEALTHCARE,2,2,2024-05-23,G,3,"Deficient, Provider has date of correction",2024-05-24,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",6,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Thryve%20of%20Burbank
01a1792d8add,Waters Edge Health and Rehabilitation Center,3415 N SHERIDAN RD,KENOSHA,WI,53140,2626576175,For profit - Corporation,CHAMPION CARE,1,1,2024-05-20,G,3,"Deficient, Provider has date of correction",2024-06-18,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",4,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Waters%20Edge%20Health%20and%20Rehabilitation%20Center
c611c69a7ba8,Avina of Kenosha,3100 Washington Rd.,Kenosha,WI,53144,2626584622,For profit - Corporation,AVINA HEALTHCARE,2,2,2024-04-29,G,3,"Deficient, Provider has date of correction",2024-05-23,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Avina%20of%20Kenosha
b0e742dce3e8,LINCOLN VILLAGE HEALTHCARE,2202 NORTH KICKAPOO STREET,LINCOLN,IL,62656,2177351538,For profit - Limited Liability company,GENERATIONS HEALTHCARE NETWORK,1,1,2024-04-25,G,3,"Deficient, Provider has date of correction",2024-05-14,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",4,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=LINCOLN%20VILLAGE%20HEALTHCARE
b7be062f1762,MARIETTA HEIGHTS POST ACUTE,5001 STATE ROUTE 60,MARIETTA,OH,45750,7403738920,For profit - Corporation,PACS GROUP,,,2024-04-18,G,3,"Deficient, Provider has date of correction",2024-07-11,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=MARIETTA%20HEIGHTS%20POST%20ACUTE
3e5c8679ec9f,PARKSIDE POST ACUTE AND REHABILITATION,3000 LENORA CHURCH DRIVE,SNELLVILLE,GA,30078,7709722040,For profit - Limited Liability company,WELLINGTON HEALTH CARE SERVICES,1,2,2024-03-24,G,3,"Deficient, Provider has date of correction",2024-04-23,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=PARKSIDE%20POST%20ACUTE%20AND%20REHABILITATION
a0fddd707276,WESTWOOD POST ACUTE,3185 W ARKANSAS AVE,DENVER,CO,80219,3039221169,For profit - Corporation,PACS GROUP,2,1,2024-03-07,G,3,"Deficient, Provider has date of correction",2024-04-30,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=WESTWOOD%20POST%20ACUTE
0414484d449d,EXCEL CARE AT MANALAPAN,104 PENSION ROAD,MANALAPAN,NJ,07726,7324463600,For profit - Limited Liability company,ACCELA HEALTHCARE,2,1,2024-03-06,H,3,"Deficient, Provider has date of correction",2024-04-16,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=EXCEL%20CARE%20AT%20MANALAPAN
3c10948d8bb8,Brush Country Nursing and Rehabilitation,6500 Brush Country Rd,Austin,TX,78749,5128925774,For profit - Corporation,,1,1,2024-02-26,G,3,"Deficient, Provider has date of correction",2024-04-05,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Brush%20Country%20Nursing%20and%20Rehabilitation
06a65df6970c,"GARDENS AT WEST SHORE, THE",770 POPLAR CHURCH ROAD,CAMP HILL,PA,17011,7177637070,For profit - Corporation,PRIORITY HEALTHCARE GROUP,1,1,2024-02-22,G,3,"Deficient, Provider has date of correction",2024-03-19,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",6,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=GARDENS%20AT%20WEST%20SHORE%2C%20THE
7a5a84a19de6,Meadow Brook Rehabilitation and Nursing,433 East 2700 South,Salt Lake City,UT,84115,8014872248,Government - Hospital district,CASCADES HEALTHCARE,1,1,2024-02-22,G,3,"Deficient, Provider has date of correction",2024-04-19,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Meadow%20Brook%20Rehabilitation%20and%20Nursing
2e94058c2191,SANDWICH LIVING & REHAB CENTER,902 EAST ARNOLD STREET,SANDWICH,IL,60548,8157868409,For profit - Limited Liability company,LINEAGE HEALTHCARE,1,1,2024-01-19,G,3,"Deficient, Provider has date of correction",2024-02-13,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=SANDWICH%20LIVING%20%26%20REHAB%20CENTER
fc1eb1407acb,Majestic Care of Bryan,1104 WESLEY AVENUE,BRYAN,OH,43506,4196365071,For profit - Limited Liability company,MAJESTIC CARE,1,2,2024-01-11,G,3,"Deficient, Provider has date of correction",2024-03-07,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",5,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Majestic%20Care%20of%20Bryan
64b85e5306b1,Resolve at West Allis Respiratory and Rehab,9047 W GREENFIELD AVE,WEST ALLIS,WI,53214,4144539290,For profit - Limited Liability company,,1,1,2023-12-14,G,3,"Deficient, Provider has date of correction",2024-01-24,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",4,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Resolve%20at%20West%20Allis%20Respiratory%20and%20Rehab
88b94f00a148,Piedmont Hills Center for Nursing and Rehab,109 S Holden Road,Greensboro,NC,27407,3365225600,For profit - Limited Liability company,ALLIANCE HEALTH GROUP,1,1,2023-12-04,G,3,"Deficient, Provider has date of correction",2024-01-01,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",3,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Piedmont%20Hills%20Center%20for%20Nursing%20and%20Rehab
decb81011fda,Marine Creek Nursing and Rehabilitation,3600 Angle Ave,Fort Worth,TX,76106,8176246164,For profit - Limited Liability company,CREATIVE SOLUTIONS IN HEALTHCARE,1,2,2023-11-16,G,3,"Deficient, Provider has date of correction",2023-11-17,Y,N,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",2,"0584,0690",https://projects.propublica.org/nursing-homes/findings/search?search=Marine%20Creek%20Nursing%20and%20Rehabilitation
